ID_SALES,text,polarity,subjectivity,neg,neu,pos,compound
HD2014A,luggage flight wait hour bag jetblue poorservice giant virgin america match make heaven boarded wait take hopefully,0.0,1.0,0.0,0.714,0.286,0.7184
HD2015A,try get emails talk business people expect airline wifi despicable speak many diff people amp everyone tell something different claim need bag consolation staff stellar hour delay encounter every one flight,0.25,0.45,0.071,0.929,0.0,-0.3182
HD2016A,thanks whats easiest way get ticket receipt get one check get one online thanks funny flight yesterday delay mechanical issue rotten luck get plane row issue,0.21666666666666667,0.4666666666666666,0.143,0.486,0.371,0.836
HD2017T,ooh thanks britishairways week ago today arrive miami still dont bag absolute disgrace want bump seet first class two cancel flightlations joke,0.21666666666666667,0.4777777777777778,0.071,0.607,0.322,0.7208
HD2018A,pay ticket advantage world executive card pay baggage fee fly u airways wife travel thats apology say yes thank send dm,0.8,0.9,0.111,0.556,0.333,0.6808
HD2019A,thanks yes pay pocket u help loose first class ticket coach want resolution comp well aware insufficient info option,0.15576923076923077,0.26314102564102565,0.14,0.417,0.443,0.7906
HD2020A,see start nytimes rt fleet fleek year van gogh fan visit europe load luggage plane hour delay,0.0,0.0,0.117,0.765,0.117,0.0
HD20240,ticket give lie raise voice explanation happen youve get room earlier flight home charge get hero anywhere httptcofefhpmfple,0.0,0.5,0.0,0.825,0.175,0.5574
HD2026A,get covered thanks screw last time glad give business jetscrew awfulcustomerservice look flight try book day go guess someone get thanks keep fail,0.07999999999999999,0.35333333333333333,0.155,0.568,0.278,0.5994
HD2029A,flight chibuf last night almost hour delay cuz someone get plane without pas sound safe fl dfw leave newark time go nashville first get stuck nashville thanks send dm let know oyu need additional information,0.26999999999999996,0.3,0.188,0.74,0.072,-0.4074
HD202T,couldnt get first class flight rebooked landed nashville thanks take care u httptcoryxbplgmnk im sure dont question still remain found crew wont come flt tks,0.31666666666666665,0.47407407407407404,0.0,0.714,0.286,0.8126
HD2030T,love company staff amaze make uncomfortable situation comfortable change flight st louis thanks reply though maybe person work customer service desk houston airport line row deep person work,0.12000000000000002,0.6000000000000001,0.066,0.582,0.352,0.9062
HD2038A,airport first thing morning really hour plane gate like havenäāāt wait day get home notokay book flight view reservation mi connect first name problem change,0.2333333333333333,0.2888888888888889,0.096,0.816,0.089,-0.0516
HD203A,bday yesterday girl give birth first bear couldnt get courtesy flight change lynn thanks oh ok good look forward escape cold bit thanks understand consistent consistent year know around country,0.21874999999999997,0.4166666666666667,0.055,0.62,0.325,0.8587
HD2043A,contactcej thanks schedule morning day fact yesnot sure even flight one cancel flightled thanks ill,0.09999999999999998,0.5722222222222222,0.21,0.437,0.354,0.5106
HD2044T,customer service fail today experience ensure best never utilize thanks send dm baggage issueshey thats sexy tattoo get leave engine jetbae,0.3,0.44999999999999996,0.22,0.464,0.316,0.6242
HD2045A,still wait call back stranded one talk atlantic plough lone furrow middleeast thenationaluae hour cross country morning flight food badservice,0.0,0.0,0.1,0.9,0.0,-0.2732
HD2049A,wonder guy recieved dm able potentially respond asap photo httptcovmquurzupw fly chicagolaxphx go spot lax phx airport fly back chicago,0.42000000000000004,0.6849999999999999,0.0,1.0,0.0,0.0
HD2050A,change flight bna ahead weather slam cost diff weather advisoryreally thanks gate check baggage full flight dfwlax give early boarding sweet reconsider usairways acquisition flight aa gold flyer insult attendant hanging jacket,0.24,0.42000000000000004,0.148,0.704,0.148,0.0
HD2051A,flight go get plane businesstravel goodenoughmother flight sf nyc make philly ur customer service tell refund last leg offensive meelan afford supervisor include conversation pls check rec call badcustomerservice,0.0,0.06666666666666667,0.096,0.863,0.042,-0.4019
HD2053A,hi fly domestic first sea hnl pay use lounge fly international thanks oh unite much despise thee leave soon thanks,0.3062500000000001,0.35416666666666674,0.194,0.581,0.225,0.4215
HD2056A,thanks lack help can response desk cant wait trip thanks get thank much send la destinationdragons tonight gon na rockåāāā,0.20000000000000004,0.20000000000000004,0.081,0.53,0.389,0.8271
HD2057A,understood thanks try reach sooner haäāā¦ rebooked hr layover amp rob night family late flight fly time photo httptcovmquurzupw,0.23333333333333336,0.5666666666666668,0.153,0.678,0.169,-0.1531
HD2058A,mallowfairy many time exactly call leave number call back hasnt work connect customer service rep id rather speak person computer thanks airline pay extra get good seat time board overbooked flight there overhead space,0.27499999999999997,0.275,0.067,0.749,0.183,0.6705
HD2061T,thanks reminder fun ride plane day first take svc schedule dep pm still ground ord add pillow instead lieflat seat first class arm race nyc flight delay miss connection sacramento chicago,0.25,0.26666666666666666,0.105,0.728,0.167,0.5106
HD2063A,go napkin pretty much say two whole people try schedule flight worth miss connection shameful book ewrfll first two let see compare garbage first class become,0.24166666666666667,0.39444444444444454,0.15,0.69,0.16,0.0772
HD2065A,told bag would house well theyre continue lie thx send dm key point confusion whether make change even though initial flight book problem u airways metal,0.0,0.5,0.161,0.689,0.151,-0.0772
HD2067T,okaaaaay ugh im min away error message say couldnt process request last step seat selection leg agent unaware never go get gate rate,0.0,0.2833333333333333,0.267,0.733,0.0,-0.743
HD2068A,would love dm twitter app say youre follow cant thanks,0.35,0.4,0.165,0.548,0.288,0.4203
HD2069A,thanks airline better system inform client flight cancel flightled last min åāāāåāāå schedule thanks,0.22499999999999998,0.24166666666666664,0.097,0.483,0.42,0.7717
HD2074A,book tomorrow high reservation pgfryz get standby list tonight would help need register service dog first class ticket sfo gt dull phone queue hour longer pls advise terribly inspire call customer service future,-0.17633333333333331,0.4996666666666666,0.146,0.626,0.227,0.3612
HD207A,others try enter rapid reward contest link facebook browser keep pop security warning site gmail facebook etc,0.0,0.0,0.107,0.622,0.271,0.5719
HD2083A,soon do article thanks tom worry able read stephenrodrick entire book hold themagicalstranger problem person airport would help,0.2333333333333333,0.48333333333333334,0.222,0.556,0.222,0.0
HD2084A,sent thanks vp please arrange someone arrive gate flight chicago either refund first class upgrade thanks hectic everyone action dont represent company well imo,0.1875,0.20833333333333334,0.061,0.669,0.271,0.742
HD2086T,day book depart jfk book via ba want change ff aa via twitter lose parent luggage cancun say would deliver hotel almost,0.0,0.0,0.105,0.736,0.159,0.1027
HD2087A,fortunemagazine well deserve contact people still answer keep send expedia keep send info flight sju jfk already delay hour,0.0,0.0,0.107,0.794,0.098,-0.0516
HD2089A,cheep friend buy ticket last night one rout cost way helpäāā wasnt frustrate well way relate flightd yall anyway impressed make pet allow first class,0.4166666666666667,0.4666666666666666,0.056,0.615,0.329,0.8345
HD2090A,ive hold divident mile service desk minute thats hang first time thanks thanks,0.21666666666666667,0.24444444444444446,0.0,0.655,0.345,0.7003
HD2094A,ua pacific rim date night cut constantly randomly one spot repeatably love passbook update use day release finally thank get bag today thanks,0.05,0.5750000000000001,0.068,0.619,0.313,0.8176
HD2095A,first class wayåāāåäāāä¼ćøā head portlandjetport go inconsistent enforce rule id prefer randomly take freq flyer obey issue mobile board pass app keep crash try access thanks,-0.016666666666666663,0.3444444444444444,0.091,0.811,0.098,0.0516
HD2097A,understood simply feels staff entirely truthful situation customer service team manilla absolute shit cant even get supervisor without back hold okie doke know fix glad hear curiosity cause flight pattern,0.16666666666666666,0.5928571428571429,0.098,0.732,0.171,0.4005
HD2098A,heard virgin mobile hotspot first cockroaches crawl counter gate visible mouse trap seat gate head nyc clt funny hear phone ring entire plane groan happen twice,0.16666666666666666,0.6527777777777778,0.079,0.822,0.099,0.1531
HD20A,thanks add pillow instead lieflat seat first class arm race skift åāāā­åāāā­åāāā­åāāā­ yall really good american airline though,0.2875,0.2833333333333333,0.0,0.724,0.276,0.7264
HD2100A,never mind move flight tomorrow thanks help wellmy paid ticket assign seat essentially wont flight unless pay thanks need way make austin trip dca youve come,0.13333333333333333,0.2333333333333333,0.0,0.692,0.308,0.8315
HD2101A,thanks thanks many ticket leave jh thanks much reach able get assistance wait minute,0.3,0.32083333333333336,0.06,0.45,0.49,0.8225
HD2102A,hi attach aa ff reservation thansk follow pls understood watch fam head fl expedite takeoff speak conference sf,0.0,0.0,0.0,0.796,0.204,0.4767
HD2103A,anything do make flight attendant aware aa member benefit embarrass argue happened yes bag come straight hotel thank guy rock slow board process ive ever experience rude customer service agent,0.009999999999999998,0.41,0.187,0.565,0.248,0.3612
HD2104A,help chairman flight phx connect sjc miss connection reroute plea ceo battle appease passenger wall street waterbury republican american still wait hear back wallet steal one plane would appreciate resolution,0.0,0.0,0.19,0.617,0.193,0.0258
HD2106T,thanks guy get anytime soon thanks offer service guy thanks,0.20000000000000004,0.20000000000000004,0.0,0.446,0.554,0.8271
HD2107A,fuck close premier access line ord probably gon na miss flightstart treat customer better thanks nothing atlanta lounge ap say sure nothing terminal hook free trip barbados tell secret beach see,0.13333333333333336,0.6148148148148148,0.183,0.563,0.254,0.4585
HD210A,thanks respond make world better place visit elderly relative need get albuquerque nm usa cebu philippine im provide educational help kid help,0.2375,0.2375,0.0,0.616,0.384,0.8807
HD2110T,appreciated thanks remember load bag onto connect flight oh wait forget iceland fun clothes logically would think check people board couldve drive home time ive waiting,0.2375,0.1875,0.057,0.659,0.284,0.8225
HD2111A,really shouldnt offer sweep link isnt go work use guy travel last experience never use southwest worstcustomerservice redeempoints package magically go time finally get felt like baitandswitch,0.175,0.5666666666666667,0.0,0.912,0.088,0.3612
HD2114A,sad learn long fly sfo gt phl hope return hi know already delay tonight thanks see,0.1125,0.625,0.222,0.453,0.325,0.3612
HD2116A,get thanks hi please tell today flight chicago dia cancel flightled thanks thanks,0.20000000000000004,0.20000000000000004,0.095,0.381,0.524,0.8402
HD2117A,ready go disneyworld rundisney princesshalf make every vx plane nerdbird austin one get nerd love ill cant dm follow thanks,0.09999999999999999,0.5750000000000001,0.254,0.515,0.23,0.0757
HD2121A,say change cant make online flight get cancel flightled grk dfw lex tomorrow need rebooked call jb timeseverytime auto vmsgyour wait time longer min wait longer min answer,0.0,0.0,0.069,0.931,0.0,-0.25
HD2122A,yeah either refund money free round trip compensate trouble put pgatour ntrustopen read last hashtag go united make sense since u cancel flightling ticketed reservation send detail customer care link send almost month ago response,0.0,0.3666666666666667,0.106,0.633,0.26,0.7783
HD2124A,ceo gary kelly absolutely heroes southwestrally bwi bestemployees swaculture httptcojtxyhqhfjj utah think thanks home next hr gfc httptcomkpognntyc,0.13333333333333333,0.3666666666666667,0.0,0.711,0.289,0.7574
HD2125A,icloud yet please help weve sit plane almost hour wait fuel shouldnt do get cant get u cincy luggage still go tonight strand u dallas day wo clothes yousuck,0.0,0.0,0.0,0.833,0.167,0.6124
HD2128A,nothing issue fly wu whats wthat travel vacation awful strike three guy suck still wait bag flight land hour ago,-0.09999999999999998,0.95,0.303,0.697,0.0,-0.7506
HD212A,thats course lax delay nothing personnel combative point say whats hury plane leave worry everyone board cushion bring take make,0.0,0.0,0.274,0.726,0.0,-0.6597
HD2131A,love jet blue love music blast gate boston wait flight sanfrancisco could get iced coffee thanks show åāāā,0.3,0.37499999999999994,0.0,0.57,0.43,0.9062
HD2134A,karen riedel rock star employee miracle worker really appreciate help morning phone agent able give correct departure time cun checkin online international pleasure next aa flight wednesday milan italy midoexhibition see,0.175,0.20625,0.0,0.667,0.333,0.9256
HD2136T,thank response much appreciate leave work would possible would love replace exactly leave note,0.2375,0.5125,0.115,0.433,0.452,0.8402
HD2137A,wait time hour talk exec plt agent go disappointment make arrangement amp sleep toddler zero assistance usair maddening mind,-0.6,0.4,0.277,0.723,0.0,-0.7579
HD2138A,first pilot cater hi name email aadvantage website wont let reset password troubleshoot together thanks fly american family severe weather excuse cant call make change computer cant modify,0.24,0.2966666666666667,0.08,0.736,0.184,0.34
HD213T,try book rwrd tell couldnt buy tix usair aano choice didnt bother aadv svc get next time know pay extra make line uhuhgroup try get nashville iad today instead tomorrowwhy preemptive though,0.0,0.05,0.042,0.897,0.061,0.162
HD2140T,flight get cancel flightled able reschedule date want next day day thanks would like send email lose find jetblue jfk speak morning drive today gate attendant snobby remark customer service like play poker sister kid,0.22499999999999998,0.30625,0.161,0.587,0.252,0.4939
HD2145A,thanks answer question fortunately staff like lynn deedee actually understand customer service simply nice get first flight day ground time let go,0.29000000000000004,0.4666666666666667,0.0,0.699,0.301,0.802
HD2146A,itäāās bug report guy possible earn dividend mile passenger even purchase ticket hold four hour never get connect come airport rep essentially tell everyone else screw,0.0,0.65,0.053,0.947,0.0,-0.1027
HD2148A,hi get point elevate account recent flight add flight point account hold two hour finally hang able need without customer service eventually speak someone tell breast pump arent medical equipment plan better,0.2,0.475,0.0,0.914,0.086,0.4404
HD2150A,nothing do online help buy birthday present try able afford change fly stl saturday expect ice amp snow start look travel waiver thank layover itinerary swap layover itinerary really,0.375,0.43124999999999997,0.071,0.85,0.079,0.0624
HD2152A,way help find flight la stick dia sat plane hr wait hour update problem flight ny today friend travel via today never get luggage recourse person buy clothes get reimburse,0.0,0.0,0.076,0.758,0.166,0.4939
HD2153A,big lovegratitudempower werin vipswagbags avalonhollywood travel infant lap anything need notify mold flight filthyplane hopeidonotgetsick,0.0,0.1,0.0,1.0,0.0,0.0
HD2154A,probability flight dfw dtw delay cancel flighted yes pleasemy son life nj thx customer service rep alex patient help reflight book problem cancel flighted flight get u tmrw,0.0,0.0,0.244,0.542,0.214,-0.0258
HD2157A,flight u dublinairport phlairport pass loveloughneagh ft morning offer group pricing discount chance wife fly atlanta vega march since couldnt get tricities tn,0.8,0.9,0.0,0.913,0.087,0.25
HD2159T,flight mke ord get delayed gate attendant communicate yeah thats help bag ship correct city first time probably would help flight hour long one best flight ive ever kudos flight crew airline general,0.29,0.38666666666666666,0.043,0.614,0.343,0.9217
HD2162A,thats horse radish åāāā¤åāāā deplane ohare gate dont send customer service rep discuss situation god know min,0.0,0.0,0.0,0.884,0.116,0.2732
HD2164A,handle bag issue wouldnt put onto first place big kudos staff today dallas love field lift everyones spirit today delay cancel flightlations everything ok call day time ive hold hr ill hang try,0.15,0.5066666666666666,0.16,0.584,0.256,0.6486
HD2165T,thanks kinda funny worry crew tonight outstanding god bless medically trained passenger board,0.2375,0.51875,0.109,0.291,0.6,0.8953
HD2169T,official word whether flight bwi manchester cancel flightled ive get drive snow åāāā¢ nathankillam staff could try throw luggage around say last time doesnt take week reply email,0.0,0.06666666666666667,0.069,0.931,0.0,-0.25
HD216A,cant believe would refer number one seem get really need help asap hot stewardess flip help nice lady phx checkin spent hour hold hour might want look efficiency,0.23750000000000002,0.5375,0.0,0.614,0.386,0.8969
HD2172A,flight already think airline flight attendant actually emphasize vape still smoke need deice stat weve wait turn plane move ice move end runway sit lga one runway open,0.06666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0
HD2174T,add reservation io app doesnt show desktop site log mile cant redeem upgrades thru app use still let listen flight radioi often didinteresting tcmparty flight arrive flytpa follow flight iah,0.0,0.0,0.0,1.0,0.0,0.0
HD2175A,first lose bag cancel flight flight home min wait talk somebody poorservice notgoodenough hi look like connection delay ill make thanks really cant though agent worried reservation help,0.037500000000000006,0.4333333333333333,0.246,0.503,0.251,0.0485
HD2178A,eticket refund request case id chance summer agent iad compound problem make announcement jetbluemess,0.0,0.0,0.162,0.719,0.12,-0.1779
HD217A,philpete wonder thats pilot tweet back legal tweet fly plane front stop suddenly already rebook miss first appointment london tomorrow morning thanks ruin trip againhaha fleet fleek āā,0.24166666666666667,0.35555555555555557,0.217,0.657,0.126,-0.4939
HD2180A,strand weather blame hold speak agent doesnt understand concept time zone thanks believe long flight phi take know u airway would really like get home stellar customer service earn business attention detail,0.15000000000000002,0.2625,0.066,0.776,0.158,0.5095
HD2181A,cancel flightled flight ewr flt also cancel flightled flight lga yet fly time wth crew one help hey chance update flight hartford dc bad c back least stuck look apologize trouble,-0.07999999999999996,0.4333333333333334,0.32,0.495,0.185,-0.7757
HD2182T,want compliment ur phone agent jeanette reflight book problem rdu sea thru sfo connect flight thru ewr cancel flightled magazine feature desk plant increase productivity luvswa healthbenefitsofplants garden httptcobvfaxdubaq wasnt issue someone finally help phone there website error wont let process request smh,0.0,1.0,0.179,0.647,0.174,-0.0772
HD2184A,link article say rout time route likely like tuldal none please see dm askpaypal complete thats case still say progress paypals website reserve,0.05,0.7,0.072,0.734,0.194,0.5168
HD2187A,merge aa dividendmiles yield error exact step navigate phone menu get computer flight kc cancel flighted next available isnt till tuesday suppose night aforementioned pilot sure want merge patron hitting hoodlum,0.22999999999999998,0.30777777777777776,0.133,0.765,0.102,-0.2732
HD2188A,äāā fleet fleek āā happen heart fly guy rock,0.8,0.9,0.0,1.0,0.0,0.0
HD2191A,sit plane pilot thanks waitingonapilot denver siouxfalls whyairtravelsucks flt two update last minute go ahead start scavenger hunt pm today work destinationdragons,0.1,0.13333333333333333,0.0,0.879,0.121,0.4404
HD2192A,roundtrip ticket arrive auction postmaster invitational thanks southwest httptcomrfbjtepef thanks fail see tell caller bag may take hour get jfk brooklyn best,0.225,0.25,0.111,0.571,0.317,0.7579
HD2195A,say person hasnt delay hour sit runway wail baby five day im ask clarify policy car seat dont want take high flight land hour ago flight cmhiad last night still bagcould driven cmh,0.08,0.3033333333333333,0.036,0.907,0.057,0.1877
HD2196A,first flight cancel flightled hold hour need information get none help need destination lunchtime today one could get u flight ive since learn delta one thanks bag may may airport unfortunately one airport pick phone responding message,-0.016666666666666663,0.5111111111111111,0.16,0.77,0.07,-0.4133
HD2197A,couldwanted call wouldnt use internet make reservation site wont work chrome several computersbut expect help gt lt flt canx last minute weather fly home weatherless flight dallas jacksonville fl cancel flightled one notified whats go,0.26666666666666666,0.32222222222222224,0.052,0.825,0.124,0.4215
HD2198A,rebooked thru sfo arrive hour late flight miss activity ask fly today stop tell id pay first airline use applepay flight airline two service agent hung third able get flight u air today three call hour get flight,0.25,0.4916666666666666,0.133,0.867,0.0,-0.4939
HD2199T,anyone actually work dividend mile department httptcobgtjfmneot contact email customer complaint know correct,-0.15,0.15000000000000002,0.155,0.845,0.0,-0.296
HD219A,airway corporation insider trading update rock hill daily httptcovvzksmfkvw instead send inaccurate email delay every min say get get confirm,0.0,0.0,0.108,0.892,0.0,-0.3182
HD2200A,fill yes thanks bringyourown kleankanteen never fail delayed flight åāāā never fail disappoint wait jfk hour schedule take still word departure,0.2333333333333333,0.2666666666666666,0.0,0.496,0.504,0.922
HD2201T,pay choice seat choice big man next seat oldseatnocushion worstflight nohelponboardäāā fleet fleek httptcotnkixxrxhbäāā åāāāåāāā deal fam emergency tell rebooked aa flight ord system need help asap,0.0,0.05,0.13,0.782,0.088,-0.0772
HD2202A,want pick customer spiritairlines sign åāāāåāāā receipt doesnt show evoucher value mention use evoucher give,0.0,0.0,0.125,0.796,0.08,-0.1867
HD2205A,sorry hear outsource plan boise best staffcust service country boiseäāā fleet fleek āā ltltnow fuckin funny åāāā abc pr let customer info possible might want go brush basic,0.15,0.6849999999999999,0.039,0.712,0.249,0.7964
HD2208A,dunno travel information like arent calling go thru doesnt wait anything automated stuff mess sent dm hour ago,-0.175,0.175,0.119,0.762,0.119,0.0
HD2209A,sent dm detail thanks flight jacksonville fl dallas show cancel flightled go rebooked another flight yes though locate bag yet lovely flight outside kudos cancel flightling flight dfw morning united usually first panic,0.2375,0.3333333333333333,0.153,0.523,0.324,0.8481
HD2212A,thanks timely service amp great staff get wife cancun past week honeymoon much respect swa help hotel industry always book flight day need somewhere swa consistent cancel flightsdelays,0.24,0.32999999999999996,0.053,0.608,0.339,0.8957
HD2214T,law policy nope flight leave almost cant believe pay money wait nitrogen strut airport nozzle calibrate try find another,0.0,0.0,0.0,0.886,0.114,0.0465
HD2216T,thanks heres firstboth pilot first officer galley flight find text funny consider still sit seat need change,0.2333333333333333,0.5111111111111111,0.0,0.721,0.279,0.7003
HD2217A,fly dmd yep still wait bag jfk whats holdup look like flight get time,0.8,0.9,0.0,0.719,0.281,0.5719
HD221T,take compliment mistaken several time member staff flight time remove scarf get bags morning thanks ok tx tell guy sit next gate,0.175,0.175,0.083,0.563,0.354,0.802
HD2221A,hutchinsjim yes make flight get workout unbelievable thank much destinationdragons yes httptcowcsazzqpae,-0.024999999999999994,0.6,0.0,0.452,0.548,0.8271
HD2222A,say work time dfw security entrance beforeafter precheck whereas pay service also run instruct shattered computer cost change city origin flight cost customerservicefail,0.0,0.0,0.167,0.743,0.089,-0.2732
HD2225A,virgin wifi åāāā last time use airline promise trip month awaywhy consider around corner set change,0.0,0.06666666666666667,0.0,0.867,0.133,0.3182
HD2226A,really middle initial versus middle name else spending time computer issue think week wait enough time contact lose customer im pretty sure ive get shin split sprint iah watch plane pull away jet way look like bag rescue thanks,0.1357142857142857,0.36984126984126986,0.054,0.661,0.285,0.8885
HD222A,jump dallas austin market gold status please employee call time flight crew finish maintenance u depart,0.0,0.0,0.0,0.859,0.141,0.3182
HD2232T,yes fill form last year dont case number handy guess im cut historical society afterall make many mistake short period time would lose job point pay economy plus put last boarding group gate check bag know good,0.2571428571428572,0.34761904761904766,0.216,0.66,0.123,-0.3009
HD2233A,im standby connect flight list nudgenudge im tell four slot open save please southwest airline way go still try get home,0.0,0.5,0.0,0.776,0.224,0.6705
HD2234A,please explain need pay bag fee twice equally delayed flight result bag rechecked overnight thanks one plane thanks take arizona need help reservation follow dm detail thanks,0.15000000000000002,0.21250000000000002,0.089,0.541,0.37,0.886
HD2235A,belabor pointbut shouldnt able put laptop bag seat announce leave roller thx love graphic wasnt able sit seat since guy next use worstflightever ideserveareward,0.3,0.45,0.042,0.727,0.232,0.7579
HD2238A,hey automate call hang cant reschedule cancel flighted flight via web come leave something flight ord sfo earlier today believe plane back ord please help strike againlost bags two theworst,0.0,0.25,0.078,0.726,0.196,0.6174
HD223A,denverboston flight bostondenver flight plane visible snack crumb seat upon board keep ask enter valid email address info save worked hundred time try make change advance hour prioräāā¦tried online earlier wanted change fee,0.0,0.5,0.0,0.909,0.091,0.4939
HD2240T,dm amp add upgrade list flt tonight delayed flight wilmington make miss flight charlotte figure take arrive time need add service dog itinerary tomorrow,0.0,0.0,0.137,0.863,0.0,-0.3612
HD2242A,usairways unacceptable holdtime really well im fly instead free credit actually work much long take guitar royal commission,0.26999999999999996,0.48,0.119,0.554,0.328,0.6478
HD2246A,flight cancel flightled cant go home tomorrow could use dinner play first time nyc get gate thanks check thanks hope get movie tvs break flight,0.21666666666666667,0.24444444444444446,0.06,0.604,0.335,0.8442
HD2250A,thx take cancel flightling flt delay flt top lose one piece luggage usuck member staff phl give u excellent customer care shame couldnt say past hour arrive minute early nice equipment isnt ready wait minute luggage far time gain wipe,0.3214285714285715,0.65,0.212,0.486,0.302,0.7343
HD2251A,truly dissapointed flight delay go miss connection expect rebook flight plane hopefully longer mercy playlist thanks please consider let flyer overhead bin item boarddeplane first first class make sense,0.2333333333333333,0.2888888888888889,0.099,0.561,0.339,0.8555
HD2252A,read boarding policy group traveller kid range possible sit together idea flight actually take hello four hour since plane land flt phx jfk hr tarmac wait gate plus hour bag yet,0.0,0.55,0.0,1.0,0.0,0.0
HD2253A,total lack cust service mom fly solo baby fly air make purchase take money dont reservationexplain u unprofessional unprepared unsympathetic lack communication lack solution,0.5333333333333333,0.85,0.231,0.602,0.167,-0.2259
HD2255T,eliza amp cheat airtahitinui amp lovely flight well back lots ok note detail dmed shortly answer phone try change reservation havent able get human pick two day,0.25,0.37916666666666665,0.088,0.674,0.238,0.6249
HD2256A,thanks thanks help cant wait travel get snow happen bossan mother onboard amp crew evasive return bos first time,0.21666666666666667,0.24444444444444446,0.0,0.653,0.347,0.8176
HD2257A,roundtrip ticket nj dramatically cheap virgin pretty pricey via united match hi discount award policy credit card holder change longer see chart special site thanks im try upgrade seat first class wait time phone minute help,0.2914285714285714,0.560952380952381,0.0,0.587,0.413,0.9607
HD2258A,change depart amp amp capt get plane find smoothie as response dm email yet customer service cant help dont put people hotel miss flight policy,0.0,0.0,0.144,0.856,0.0,-0.4325
HD2259A,wheres bag call noon promising today would like update like website promise need bag get set thanks able see seat open another flight,0.225,0.45625,0.0,0.583,0.417,0.8979
HD2261A,pricey chase mileage plus cc husband amp complain flight get voucher get nothing flew biz email plane,0.0,0.0,0.135,0.865,0.0,-0.3612
HD2266T,youve cancel flightled flight first priority ticket bump youre lose customer people furious take away class seat love chairman prefer assigned row seat middle seat timely bag miss flight people need undies next morning,0.1875,0.23333333333333334,0.231,0.671,0.097,-0.5859
HD2270T,flight first flight adamkarren save check snowboard try check morning website want premgold thanx isnt first rodeo do amp do yesterday result comm unless count status bag lose amp claim file,0.25,0.3333333333333333,0.077,0.795,0.128,0.2023
HD2277A,exactly hang hook flight multiple track site date info swas app website understanding help thx comp,0.125,0.125,0.0,0.729,0.271,0.6369
HD2279A,get look forward hear soon cancel flight last flight shv tonight amp flight tomorrow feb shv multiple flight shv dm info,0.0,0.03333333333333333,0.091,0.909,0.0,-0.25
HD2282A,see blue go look first flight iah iad delayedbecause one hook ground power plane get together folk bump preboard flight im fat whatever reason thanks,0.15,0.2111111111111111,0.0,0.892,0.108,0.4404
HD2283A,flight use point book rental car,0.0,0.0,0.0,1.0,0.0,0.0
HD2284A,hahah åāāāåāāāåāāāåāāā love fly jet blue tho thanks well touch thanks personalize customer service cannedtweet autoresponse,0.33999999999999997,0.4,0.0,0.498,0.502,0.9022
HD2285A,guy luggage san jose suppose deliver hotel hour ago please contact use committed continentalairlines flyer merger remember switched communicationfail look forward friend family time arizona,0.0,0.0,0.0,0.743,0.257,0.765
HD2286A,return flight schedule wednesday believe thanks help msscottwg thats unusual mean screw never admit goingforgreatnessfail request refund charge twice first place,0.084375,0.5552083333333333,0.117,0.664,0.219,0.5586
HD2289A,well let see could pay negroni bitcoin another day another grievance airline customer service safety back dallas,0.0,0.0,0.201,0.58,0.219,0.1027
HD2290A,sign learn customer service sxm work airport jetblue need supervisor anything get home,0.0,0.0,0.0,1.0,0.0,0.0
HD2294A,thanks ive wait callback eight hour much longer pretty sure didnt actually take,0.22999999999999998,0.47777777777777775,0.0,0.543,0.457,0.8126
HD229A,make thanks help help rebook passenger via twitterdm hold hour thanks miss whole day worth work tomorrow im suree guy dont care,0.22500000000000003,0.225,0.131,0.464,0.405,0.8348
HD2301T,thanks rude customer service hour delay really help time wise afternoon meeting hello delta hold two hour wait hour earlier cant get info reservation okthnx response bot seem improvement could easily attain class service really worth,0.21904761904761907,0.4761904761904762,0.106,0.558,0.336,0.8898
HD2303T,expedia reserve ticket usaw flight issue responsivethoughts oopsno function bathroom fairly full flight hope everyone new york hold include cancelled flightling flight due winter weather totally understandable would sure nice would answer phone,0.24356060606060606,0.6697390572390572,0.051,0.739,0.21,0.7402
HD2304A,wsj jetblue treat right disabledtraveler thanks hassle flight jamaica sorry try add day vacation charge change flight character yea right thanks patronize,0.09428571428571428,0.49428571428571433,0.047,0.647,0.306,0.802
HD2305T,already sign thanks look forward try southwest experience continue win ive never miss flight nice little quiet gate change make possible sheesh thank least tweet back better åāāā,0.17916666666666667,0.48148148148148157,0.062,0.581,0.358,0.881
HD2306A,åāāā©åāāā©åāāā© äāā fleet fleek āā check status exp membership card need physical card access international lounge soon nervous sunday flight baltimore boston suggestion need boston monday,0.0,0.07142857142857142,0.077,0.923,0.0,-0.2732
HD2307A,flight get paperwork inputted take hour sittingontheplane hungry please please please httptcoxijifymvqp cancelled flight flight advance need connect flight reschedule link isnt help help gf waited month see,0.0,0.0,0.184,0.621,0.195,0.0987
HD2308A,gate attendant mccarran vega dallas go beyond long day frustration welcome eh happen think ill survive åāāā thanks big thanks team family emerg day ticket experience excellent time fly yall last,0.265,0.5166666666666668,0.136,0.576,0.288,0.765
HD230A,cxl flight tofrom dfw cll wo notice treat like trash phone offer compensation wth help girlfriend amy lloyd go miss flt zurich bc fault need golf cart meet ord lose wifes luggage nobody give answer say go call,0.0,0.0,0.211,0.629,0.16,-0.3612
