From_Grade,To_Grade,Days,Cancelled_Pax,Total_Discount_Pax,FPP,Total_Pax,FPP_to_School_enrollment,ID,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,CRM_Segment,Parent_Meeting_Flag,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,polarity,subjectivity,neg,neu,pos,compound,Is_Region_Dallas,Is_Region_Houston,Is_Region_Northern California,Is_Region_Other,Is_Region_Pacific Northwest,Is_Region_Southern California,Is_School_Type_CHD,Is_School_Type_Catholic,Is_School_Type_PUBLIC,Is_School_Type_Private non-Christian,Is_SPR_Product_Type_CA History,Is_SPR_Product_Type_Costa Rica,Is_SPR_Product_Type_East Coast,Is_SPR_Product_Type_IL History,Is_SPR_Product_Type_International,Is_SPR_Product_Type_Science,Is_Group_State_AB,Is_Group_State_AK,Is_Group_State_AL,Is_Group_State_AR,Is_Group_State_AZ,Is_Group_State_Bermuda,Is_Group_State_CA,Is_Group_State_CO,Is_Group_State_CT,Is_Group_State_FL,Is_Group_State_GA,Is_Group_State_HI,Is_Group_State_IA,Is_Group_State_ID,Is_Group_State_IL,Is_Group_State_IN,Is_Group_State_KS,Is_Group_State_KY,Is_Group_State_LA,Is_Group_State_MA,Is_Group_State_MD,Is_Group_State_ME,Is_Group_State_MI,Is_Group_State_MN,Is_Group_State_MO,Is_Group_State_MS,Is_Group_State_MT,Is_Group_State_MX,Is_Group_State_NC,Is_Group_State_ND,Is_Group_State_NE,Is_Group_State_NH,Is_Group_State_NJ,Is_Group_State_NM,Is_Group_State_NV,Is_Group_State_NY,Is_Group_State_OH,Is_Group_State_OK,Is_Group_State_OR,Is_Group_State_PA,Is_Group_State_PR,Is_Group_State_RI,Is_Group_State_SC,Is_Group_State_SD,Is_Group_State_TN,Is_Group_State_TX,Is_Group_State_UT,Is_Group_State_VA,Is_Group_State_VT,Is_Group_State_WA,Is_Group_State_WI,Is_Group_State_WV,Is_Group_State_WY,Is_GroupGradeTypeHigh_Elementary,Is_GroupGradeTypeHigh_High,Is_GroupGradeTypeHigh_Middle,Is_GroupGradeTypeHigh_Undefined,Is_MajorProgramCode_C,Is_MajorProgramCode_H,Is_MajorProgramCode_I,Is_MajorProgramCode_S,Is_Program_Code_CC,Is_Program_Code_CD,Is_Program_Code_CN,Is_Program_Code_CVP,Is_Program_Code_FN,Is_Program_Code_HC,Is_Program_Code_HD,Is_Program_Code_HF,Is_Program_Code_HG,Is_Program_Code_HH,Is_Program_Code_HIS,Is_Program_Code_HN,Is_Program_Code_HO,Is_Program_Code_HP,Is_Program_Code_HS,Is_Program_Code_HVP,Is_Program_Code_HW,Is_Program_Code_HX,Is_Program_Code_HY,Is_Program_Code_HZ,Is_Program_Code_IC,Is_Program_Code_IK,Is_Program_Code_SC,Is_Program_Code_SD,Is_Program_Code_SG,Is_Program_Code_SK,Is_Program_Code_SM,Is_Program_Code_ST,Is_Travel_Type_A,Is_Travel_Type_B,Is_Travel_Type_T,Is_SchoolGradeTypeLow_Elementary,Is_SchoolGradeTypeLow_High,Is_SchoolGradeTypeLow_Middle,Is_SchoolGradeTypeLow_Undefined,Is_SchoolGradeTypeHigh_Elementary,Is_SchoolGradeTypeHigh_High,Is_SchoolGradeTypeHigh_Middle,Is_SchoolGradeTypeHigh_Undefined,Is_SchoolSizeIndicator_L,Is_SchoolSizeIndicator_M-L,Is_SchoolSizeIndicator_S,Is_SchoolSizeIndicator_S-M,Is_MDR_Low_Grade_0,Is_MDR_Low_Grade_1,Is_MDR_Low_Grade_10,Is_MDR_Low_Grade_2,Is_MDR_Low_Grade_3,Is_MDR_Low_Grade_4,Is_MDR_Low_Grade_5,Is_MDR_Low_Grade_6,Is_MDR_Low_Grade_7,Is_MDR_Low_Grade_8,Is_MDR_Low_Grade_9,Is_MDR_Low_Grade_K,Is_MDR_Low_Grade_PK,Departure_Month,Return_Month,Deposit_Days,Retained
1.4188509733457442,1.0213808178847914,1.3209602988316804,-0.5969159363972348,-0.6589974748528866,-0.18253908175775163,-0.17074629608692643,0.7538708606623532,1387,1.170048203535204,-0.459352760223756,-0.6204470459074343,-0.9588246091574634,-0.6578818939133309,-0.35684552988332374,0.8565866521007608,1.6263182121777848,-0.6669586875782791,-1.4414334638499768,1.109070184675773,1,2.10597063438093,-1.0141542106434434,0.5914237985796535,1,1.4657740093407428,0.9722725902124986,-0.30331129543471375,0.65,0.74375,0.153,0.519,0.328,0.7511,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.557648132629927,-0.1269572455814537,2.566460316937935,1
-1.1781300655537705,-0.9463187105336783,0.42256635363159717,-0.5969159363972348,0.014855819468568149,-0.3518970227983941,-0.38923568121282986,1.3204450050226473,139,1.5429162313446505,-0.28381805921501874,-0.08604450177935402,0.010106754891714989,-0.5573422034965151,-0.35684552988332374,1.6837914751462737,-0.22413604170170143,0.013140383336980425,-1.4414334638499768,0.7493886024508295,1,-0.2105970634380928,-1.2356311668909665,0.5914237985796535,0,-0.16031273858686887,-0.3095280434290774,0.30207542187345987,0.0,0.0,0.103,0.769,0.128,0.128,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.557648132629927,-0.1269572455814537,-0.0943852065811067,0
-0.1393376499939646,-0.4543938284290609,-0.3260952673684722,-1.02330709542327,-0.6589974748528866,-0.8260992577121931,-0.8574272207683372,0.5434834954552835,1773,0.7850543862034989,-0.8104221622412303,-0.8876483179714744,-0.21650680849894258,-1.298107877828387,2.8023329879653125,0.5844194459970615,-0.6109158176735312,-0.6669586875782791,-1.4414334638499768,-2.1280640553487173,1,-0.2105970634380928,-1.3463696450147282,-0.15820818724956517,1,-0.16031273858686887,-1.100426306739837,-0.846071800607559,1.0,1.0,0.0,0.37,0.63,0.9169,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3843927200067232,-1.7540251833983669,-1.1382553735001155,1
-0.1393376499939646,0.03753105367555654,2.2193542440317637,1.748235438245958,1.3625624081114778,0.6303790352373322,1.0777644760610932,2.204992935550155,1830,1.3276834673245634,1.588552084878178,1.5171631306048867,0.6621511141866024,1.0679935949368458,2.8023329879653125,1.1945021158587246,-0.24273933978550727,1.3733385251674997,-1.4414334638499768,-0.689337726448944,1,-0.2105970634380928,-0.971743729659875,1.7158717773234817,0,-0.16031273858686887,0.26319138862354163,1.074465371542509,0.0,0.0,0.284,0.716,0.0,-0.8176,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0958410421236653,1.5001106922354595,4.183435673537969,0
0.8994547655658413,0.529455935780174,2.6685512166318053,-0.8101115159102523,0.6887091137900229,0.7319937998617178,1.1401900146684942,0.09137004954117449,1836,0.8547776759564849,1.1204595488548788,-0.6204470459074343,0.24147158499701354,0.4050517427694319,2.8023329879653125,1.3932759180692913,0.5245730679108208,0.69323945425224,-1.4414334638499768,-0.689337726448944,1,-0.2105970634380928,0.3594741456576851,1.7158717773234817,1,-0.16031273858686887,-1.114062483693471,-0.9504488208331062,0.95,0.45,0.0,0.613,0.387,0.9274,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.3843927200067232,-0.9404912144899102,-0.6265543112849151,1
-0.1393376499939646,-0.4543938284290609,1.919889595631736,-0.8101115159102523,0.6887091137900229,0.7997369762779747,0.8280623216314893,0.040756007103332756,242,1.354966493749645,1.1204595488548788,-0.6204470459074343,0.10497393272403531,0.32751690888493373,2.8023329879653125,1.3733985378482347,-0.1100613664942514,0.69323945425224,-1.4414334638499768,-0.689337726448944,1,-0.2105970634380928,0.5244037939271173,1.7158717773234817,0,-0.16031273858686887,-1.0458815989253019,-0.699943972291793,0.5333333333333333,0.7333333333333334,0.0,0.728,0.272,0.8658,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.3843927200067232,-0.9404912144899102,-0.6674903962621311,1
0.8994547655658413,1.0213808178847914,-0.6255599157685,-0.5969159363972348,0.014855819468568149,-0.48738337563090806,-0.3268101426054289,1.2276620121903699,2531,1.7081301135854217,-0.34232962621793117,-0.08604450177935402,0.013959872334724316,-0.7514200073578333,-0.35684552988332374,1.4712564097057446,-0.8992620475419278,0.013140383336980425,-1.4414334638499768,0.7493886024508295,1,-0.2105970634380928,-1.2356311668909665,0.5914237985796535,1,-0.16031273858686887,-0.145893919985472,0.17682299760280326,0.0,0.6,0.185,0.723,0.092,-0.296,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2690964547468692,-0.1269572455814537,0.007955005861933373,0
1.4188509733457442,1.0213808178847914,1.3209602988316804,-0.17052477737119973,-0.3220708276921592,-0.3857686110065226,-0.26438460399802793,0.5995720577198722,2637,1.2943375461383528,-0.28381805921501874,0.9827605864768065,-0.32559256978254897,-0.2529505464256732,-0.35684552988332374,1.151689296921064,1.0270303449000913,-0.32690915212064936,-1.4414334638499768,-0.689337726448944,1,-0.2105970634380928,-0.9646753161626136,0.4040158021223489,0,1.4657740093407428,1.51771966835785,0.42732784614411645,0.86,0.73,0.19,0.136,0.675,0.9633,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.557648132629927,-0.1269572455814537,0.25357151572522957,1
0.3800585577859383,0.03753105367555654,1.4706926230316943,-0.5969159363972348,0.014855819468568149,-0.08092431713336615,0.016530319735276515,-0.12164805475682774,2893,0.33943162126050175,0.24278604381119284,-0.3532457738433942,0.3360892984548194,-0.15354816654999504,2.8023329879653125,0.34589088334438134,-0.368599386697439,0.013140383336980425,-1.4414334638499768,-0.689337726448944,1,2.10597063438093,-0.13060252348577067,0.2166078056650442,0,-0.16031273858686887,-1.168607191508006,-0.992199628923325,0.9,0.6333333333333334,0.105,0.361,0.534,0.8979,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3843927200067232,-0.9404912144899102,-0.544682141330483,1
1.4188509733457442,1.0213808178847914,-0.17636294316845835,-1.02330709542327,-0.6589974748528866,-0.89384243412845,-0.8574272207683372,0.4794631261189827,2983,0.6001360959890579,-0.8104221622412303,-0.8876483179714744,-0.2219436736420653,-1.298107877828387,2.8023329879653125,0.5568969195371369,-1.1459931387587916,-0.6669586875782791,-1.4414334638499768,-2.1280640553487173,1,-0.2105970634380928,-1.35579419634441,-0.15820818724956517,0,-0.16031273858686887,-1.114062483693471,-1.0548258410586533,0.8222222222222223,0.7666666666666666,0.05,0.63,0.32,0.8934,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3843927200067232,-1.7540251833983669,-1.1382553735001155,1
